CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdParametreEnv;LbLongParametre;RsParEnvOpPrelBio;CdUniteMesure;SymUniteMesure;CdRqParEnvPrelBio;MnemoRqParEnvPrelBio;CdMethodeParEnvPrelBio;NomMethodeParEnvPrelBio;RefOperationPrelBio;CdStatutParEnvPrelBio;MnStatutParEnvPrelBio;CdQualParEnvPrelBio;LbQualParEnvPrelBio;DateParEnvPrelBio;CdProducteur;NomProducteur
05081000;La Garonne à Couthures;500;4;Poissons;2020-09-02;1301;Température de l'Eau;21.2;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe84213eta2_SurfEchMc1250.0_SBVDKmc50960.0_DSrcKm409.4_LarMEauM155.0_PntCEPM0.19_ProfMStaM1.98_AltM14_TAir1C7.2_TAir7C21.8;1;Donnée brute;1;Correcte;2020-09-02;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05081000;La Garonne à Couthures;500;4;Poissons;2020-09-02;1303;Conductivité à 25°C;310.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe84213eta2_SurfEchMc1250.0_SBVDKmc50960.0_DSrcKm409.4_LarMEauM155.0_PntCEPM0.19_ProfMStaM1.98_AltM14_TAir1C7.2_TAir7C21.8;1;Donnée brute;0;Qualification non definissable;2020-09-02;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05081000;La Garonne à Couthures;500;4;Poissons;2021-07-05;1301;Température de l'Eau;22.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe86964eta2_SurfEchMc1250.0_SBVDKmc50960.0_DSrcKm409.4_LarMEauM176.0_PntCEPM0.19_ProfMStaM2.02_AltM14_TAir1C7.2_TAir7C21.8;1;Donnée brute;1;Correcte;2021-07-05;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05081000;La Garonne à Couthures;500;4;Poissons;2021-07-05;1303;Conductivité à 25°C;370.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe86964eta2_SurfEchMc1250.0_SBVDKmc50960.0_DSrcKm409.4_LarMEauM176.0_PntCEPM0.19_ProfMStaM2.02_AltM14_TAir1C7.2_TAir7C21.8;1;Donnée brute;0;Qualification non definissable;2021-07-05;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05081000;La Garonne à Couthures;500;4;Poissons;2022-10-13;1301;Température de l'Eau;19.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe88225eta2_SurfEchMc1250.0_SBVDKmc50960.0_DSrcKm409.4_LarMEauM148.0_PntCEPM0.19_ProfMStaM1.5_AltM14_TAir1C7.2_TAir7C21.8;1;Donnée brute;1;Correcte;2022-10-13;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05081000;La Garonne à Couthures;500;4;Poissons;2022-10-13;1303;Conductivité à 25°C;303.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe88225eta2_SurfEchMc1250.0_SBVDKmc50960.0_DSrcKm409.4_LarMEauM148.0_PntCEPM0.19_ProfMStaM1.5_AltM14_TAir1C7.2_TAir7C21.8;1;Donnée brute;0;Qualification non definissable;2022-10-13;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05081000;La Garonne à Couthures;500;4;Poissons;2023-05-12;1301;Température de l'Eau;18.5;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe90174eta2_SurfEchMc1250.0_SBVDKmc50960.0_DSrcKm409.4_LarMEauM194.0_PntCEPM0.19_ProfMStaM2.35_AltM14_TAir1C7.2_TAir7C21.8;1;Donnée brute;1;Correcte;2023-05-12;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05081000;La Garonne à Couthures;500;4;Poissons;2023-05-12;1303;Conductivité à 25°C;360.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe90174eta2_SurfEchMc1250.0_SBVDKmc50960.0_DSrcKm409.4_LarMEauM194.0_PntCEPM0.19_ProfMStaM2.35_AltM14_TAir1C7.2_TAir7C21.8;1;Donnée brute;0;Qualification non definissable;2023-05-12;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05083580;La Garonne au Mas d'Agenais;500;4;Poissons;2016-10-28;1301;Température de l'Eau;14.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe25444eta2_SurfEchMc1250.0_SBVDKmc47435.0_DSrcKm387.83_LarMEauM187.0_PntCEPM0.2_ProfMStaM2.43_AltM19_TAir1C7.7_TAir7C21.9;1;Donnée brute;1;Correcte;2016-10-28;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05083580;La Garonne au Mas d'Agenais;500;4;Poissons;2016-10-28;1303;Conductivité à 25°C;247.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe25444eta2_SurfEchMc1250.0_SBVDKmc47435.0_DSrcKm387.83_LarMEauM187.0_PntCEPM0.2_ProfMStaM2.43_AltM19_TAir1C7.7_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2016-10-28;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05083580;La Garonne au Mas d'Agenais;500;4;Poissons;2018-10-08;1301;Température de l'Eau;17.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe39362eta2_SurfEchMc1250.0_SBVDKmc47435.0_DSrcKm387.83_LarMEauM171.0_PntCEPM0.2_ProfMStaM1.4_AltM19_TAir1C7.7_TAir7C21.9;1;Donnée brute;1;Correcte;2018-10-08;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05083580;La Garonne au Mas d'Agenais;500;4;Poissons;2018-10-08;1303;Conductivité à 25°C;305.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe39362eta2_SurfEchMc1250.0_SBVDKmc47435.0_DSrcKm387.83_LarMEauM171.0_PntCEPM0.2_ProfMStaM1.4_AltM19_TAir1C7.7_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2018-10-08;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05083580;La Garonne au Mas d'Agenais;500;4;Poissons;2020-08-24;1301;Température de l'Eau;25.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe83548eta2_SurfEchMc1250.0_SBVDKmc47435.0_DSrcKm387.83_LarMEauM146.0_PntCEPM0.2_ProfMStaM1.17_AltM19_TAir1C7.7_TAir7C21.9;1;Donnée brute;1;Correcte;2020-08-24;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05083580;La Garonne au Mas d'Agenais;500;4;Poissons;2020-08-24;1303;Conductivité à 25°C;298.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe83548eta2_SurfEchMc1250.0_SBVDKmc47435.0_DSrcKm387.83_LarMEauM146.0_PntCEPM0.2_ProfMStaM1.17_AltM19_TAir1C7.7_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2020-08-24;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05083580;La Garonne au Mas d'Agenais;500;4;Poissons;2022-08-18;1301;Température de l'Eau;24.9;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe87844eta2_SurfEchMc1250.0_SBVDKmc47435.0_DSrcKm387.83_LarMEauM175.0_PntCEPM0.2_ProfMStaM1.57_AltM19_TAir1C7.7_TAir7C21.9;1;Donnée brute;1;Correcte;2022-08-18;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05083580;La Garonne au Mas d'Agenais;500;4;Poissons;2022-08-18;1303;Conductivité à 25°C;276.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe87844eta2_SurfEchMc1250.0_SBVDKmc47435.0_DSrcKm387.83_LarMEauM175.0_PntCEPM0.2_ProfMStaM1.57_AltM19_TAir1C7.7_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2022-08-18;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2015-09-16;1301;Température de l'Eau;19.9;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31094eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM136.0_PntCEPM0.29_ProfMStaM1.99_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;1;Correcte;2015-09-16;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2015-09-16;1303;Conductivité à 25°C;318.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31094eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM136.0_PntCEPM0.29_ProfMStaM1.99_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2015-09-16;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2016-10-19;1301;Température de l'Eau;14.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31151eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM131.0_PntCEPM0.29_ProfMStaM1.78_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;1;Correcte;2016-10-19;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2016-10-19;1303;Conductivité à 25°C;318.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31151eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM131.0_PntCEPM0.29_ProfMStaM1.78_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2016-10-19;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2017-09-21;1301;Température de l'Eau;17.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31173eta2_SurfEchMc1162.5_SBVDKmc38070.0_DSrcKm365.4_LarMEauM136.0_PntCEPM0.29_ProfMStaM1.56_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;1;Correcte;2017-09-21;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2017-09-21;1303;Conductivité à 25°C;308.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31173eta2_SurfEchMc1162.5_SBVDKmc38070.0_DSrcKm365.4_LarMEauM136.0_PntCEPM0.29_ProfMStaM1.56_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2017-09-21;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2018-09-21;1301;Température de l'Eau;22.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe38908eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM130.0_PntCEPM0.29_ProfMStaM1.42_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;1;Correcte;2018-09-21;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2018-09-21;1303;Conductivité à 25°C;332.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe38908eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM130.0_PntCEPM0.29_ProfMStaM1.42_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2018-09-21;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2019-09-23;1301;Température de l'Eau;19.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe82655eta2_SurfEchMc1250.00_SBVDKmc38070.00_DSrcKm365.40_LarMEauM116.00_PntCEPM0.29_ProfMStaM1.25_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;1;Correcte;2019-09-23;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2019-09-23;1303;Conductivité à 25°C;310.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe82655eta2_SurfEchMc1250.00_SBVDKmc38070.00_DSrcKm365.40_LarMEauM116.00_PntCEPM0.29_ProfMStaM1.25_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2019-09-23;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2020-06-24;1301;Température de l'Eau;21.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe84302eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM136.0_PntCEPM0.29_ProfMStaM2.04_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;1;Correcte;2020-06-24;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2020-06-24;1303;Conductivité à 25°C;210.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe84302eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM136.0_PntCEPM0.29_ProfMStaM2.04_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2020-06-24;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2021-06-26;1301;Température de l'Eau;21.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe86945eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM135.0_PntCEPM0.29_ProfMStaM1.85_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;1;Correcte;2021-06-26;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2021-06-26;1303;Conductivité à 25°C;370.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe86945eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM135.0_PntCEPM0.29_ProfMStaM1.85_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2021-06-26;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2022-10-12;1301;Température de l'Eau;19.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe88159eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM124.0_PntCEPM0.29_ProfMStaM2.1_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;1;Correcte;2022-10-12;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2022-10-12;1303;Conductivité à 25°C;312.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe88159eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM124.0_PntCEPM0.29_ProfMStaM2.1_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2022-10-12;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2023-05-10;1301;Température de l'Eau;20.2;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe90159eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM137.0_PntCEPM0.29_ProfMStaM2.5_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;1;Correcte;2023-05-10;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05104000;La Garonne en amont du Lot;500;4;Poissons;2023-05-10;1303;Conductivité à 25°C;340.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe90159eta2_SurfEchMc1250.0_SBVDKmc38070.0_DSrcKm365.4_LarMEauM137.0_PntCEPM0.29_ProfMStaM2.5_AltM23_TAir1C7.2_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2023-05-10;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05111500;La Garonne à Port Ste-Marie;500;4;Poissons;2015-10-27;1301;Température de l'Eau;14.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe25294eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM126.5_PntCEPM0.34_ProfMStaM1.83_AltM32_TAir1C6.8_TAir7C22.0;1;Donnée brute;1;Correcte;2015-10-27;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05111500;La Garonne à Port Ste-Marie;500;4;Poissons;2015-10-27;1303;Conductivité à 25°C;310.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe25294eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM126.5_PntCEPM0.34_ProfMStaM1.83_AltM32_TAir1C6.8_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2015-10-27;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05111500;La Garonne à Port Ste-Marie;500;4;Poissons;2017-10-17;1301;Température de l'Eau;19.5;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe25293eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM123.0_PntCEPM0.34_ProfMStaM1.89_AltM32_TAir1C6.8_TAir7C22.0;1;Donnée brute;1;Correcte;2017-10-17;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
